loan_number,cust_number,loan_category,loan_condition,principal_amount,loan_rate,duration_months,installment_amount,commencement_date,initial_credit_score,collateral_value,purpose_of_loan
4592,4232570,Auto,Defaulted,36325.68,0.0749,72,627.9,2020-10-01,757,43590.82,Education
4933,2789018,Personal,Defaulted,6876.08,0.1456,24,331.96,2020-03-20,798,8251.3,Debt Consolidation
4054,5406052,Personal,Defaulted,22260.01,0.1125,24,1040.08,2024-01-12,744,26712.01,Education
7829,1700297,Mortgage,Defaulted,463079.68,0.0448,360,2340.86,2022-09-24,798,555695.62,Auto Purchase
7777,8306061,Personal,Active,1607.6,0.1383,36,54.81,2022-01-09,636,1929.12,Debt Consolidation
6927,9858493,Mortgage,Active,669207.07,0.0489,180,5253.78,2019-12-10,689,803048.48,Auto Purchase
4093,7266307,Auto,Defaulted,20242.78,0.056,36,612.16,2023-07-30,713,24291.34,Education
2504,6837138,Mortgage,Defaulted,907292.19,0.0349,180,6481.62,2023-10-01,770,1088750.63,Auto Purchase
1826,8113328,Mortgage,Defaulted,644344.64,0.0539,180,5227.3,2020-08-20,713,773213.57,Home Purchase
1810,8263541,Mortgage,Paid,522700.64,0.0585,360,3083.63,2020-07-15,604,627240.77,Home Purchase
2471,3221546,Personal,Active,16772.83,0.0885,48,416.2,2023-07-04,769,20127.4,Home Purchase
3893,6234408,Mortgage,Defaulted,808189.73,0.0488,360,4279.46,2021-11-19,612,969827.68,Business Expansion
8564,1407353,Auto,Paid,17293.91,0.0627,60,336.52,2021-11-11,838,20752.69,Education
2901,2194272,Personal,Paid,40551.97,0.1242,60,910.69,2023-10-13,621,48662.36,Business Expansion
6689,7202069,Mortgage,Active,509787.83,0.0498,360,2730.42,2022-03-15,772,611745.4,Education
4080,5615682,Personal,Active,27074.13,0.1354,48,733.61,2020-09-12,607,32488.96,Debt Consolidation
4644,6389595,Mortgage,Active,803449.15,0.0499,180,6349.44,2021-06-20,611,964138.98,Auto Purchase
8773,1398144,Auto,Paid,35459.64,0.0443,48,807.49,2020-01-04,729,42551.57,Home Purchase
4276,5675795,Mortgage,Defaulted,721306.28,0.0515,360,3938.52,2022-11-23,788,865567.54,Business Expansion
4282,4019332,Personal,Defaulted,49383.4,0.0864,36,1562.12,2021-03-14,829,59260.08,Debt Consolidation
2648,2511183,Auto,Paid,54184.85,0.0404,60,998.87,2022-02-18,835,65021.82,Business Expansion
3845,9655589,Mortgage,Defaulted,498210.48,0.0353,180,3568.96,2020-02-04,811,597852.58,Home Purchase
1819,2024012,Mortgage,Active,997045.59,0.0475,180,7755.34,2021-06-14,805,1196454.71,Business Expansion
3279,6327975,Mortgage,Defaulted,742185.63,0.0563,360,4274.78,2021-02-10,775,890622.76,Education
8973,9143872,Personal,Active,41330.66,0.1037,48,1055.61,2021-09-21,823,49596.79,Auto Purchase
7843,4773970,Personal,Active,41585.9,0.1258,36,1392.8,2023-01-09,685,49903.08,Home Purchase
4698,8778495,Auto,Active,74888.36,0.0532,48,1735.5,2024-03-20,748,89866.03,Auto Purchase
6161,3200162,Personal,Paid,25958.32,0.1201,60,577.56,2022-10-12,666,31149.98,Home Purchase
7284,4200361,Auto,Active,31977.29,0.0446,36,950.65,2022-08-02,842,38372.75,Debt Consolidation
6352,7797834,Personal,Active,17878.67,0.1257,36,598.71,2024-06-25,757,21454.4,Debt Consolidation
5572,4650222,Auto,Defaulted,63191.62,0.054,72,1029.46,2023-12-23,768,75829.94,Home Purchase
4668,2813842,Personal,Paid,41233.04,0.1124,48,1070.5,2024-02-26,731,49479.65,Education
7519,9735033,Mortgage,Defaulted,530962.45,0.0497,180,4190.52,2021-10-08,832,637154.94,Business Expansion
6088,4378437,Auto,Active,33171.32,0.0676,36,1020.6,2020-01-07,772,39805.58,Auto Purchase
7891,3726780,Personal,Active,22407.6,0.1057,12,1975.93,2021-10-18,646,26889.12,Debt Consolidation
3649,2834858,Personal,Active,32859.01,0.1268,48,876.32,2020-10-04,751,39430.81,Auto Purchase
1403,6424023,Personal,Defaulted,11550.59,0.1078,48,297.3,2021-12-29,781,13860.71,Business Expansion
4332,8750555,Auto,Defaulted,46459.72,0.0538,72,756.45,2024-01-01,700,55751.66,Auto Purchase
2123,1435634,Personal,Paid,7595.05,0.1464,24,366.96,2020-12-29,676,9114.06,Business Expansion
2755,7250006,Auto,Paid,59786.43,0.0506,72,964.52,2020-03-16,821,71743.72,Business Expansion
6240,9357665,Personal,Active,27026.4,0.1408,24,1298.64,2019-12-04,786,32431.68,Debt Consolidation
6240,4970610,Personal,Paid,33179.81,0.089,24,1514.29,2024-08-14,651,39815.77,Home Purchase
8595,8129940,Personal,Active,11800.65,0.1191,36,391.44,2022-11-08,825,14160.78,Auto Purchase
4991,1058643,Auto,Active,50195.27,0.0564,48,1170.57,2024-04-11,684,60234.32,Education
8305,4691762,Auto,Paid,28973.24,0.0468,60,542.52,2024-01-31,716,34767.89,Debt Consolidation
5798,9963387,Auto,Active,45765.61,0.0599,48,1074.6,2022-03-28,795,54918.73,Debt Consolidation
3587,7205029,Mortgage,Defaulted,136366.82,0.0485,180,1067.75,2022-09-28,638,163640.18,Home Purchase
6328,8799197,Mortgage,Defaulted,525234.48,0.0315,360,2257.13,2022-06-07,678,630281.38,Education
6632,8681534,Personal,Active,33669.75,0.0927,48,842.2,2021-03-06,621,40403.7,Auto Purchase
7622,8532522,Mortgage,Paid,668227.38,0.0543,360,3764.83,2021-03-31,758,801872.86,Auto Purchase
9605,2891931,Mortgage,Paid,793424.75,0.0371,360,3656.49,2020-04-06,745,952109.7,Debt Consolidation
8151,8264716,Mortgage,Paid,492507.76,0.056,360,2827.38,2024-10-14,627,591009.31,Home Purchase
5613,7246064,Personal,Active,36881.17,0.1071,48,948.03,2024-08-02,746,44257.4,Home Purchase
3749,7910787,Mortgage,Paid,343157.72,0.041,360,1658.13,2021-04-01,800,411789.26,Debt Consolidation
7419,5331821,Mortgage,Paid,947729.63,0.0336,180,6710.18,2023-04-11,806,1137275.56,Education
3310,5366912,Personal,Paid,27640.57,0.1101,36,905.05,2021-06-25,714,33168.68,Education
8184,3438991,Personal,Paid,5660.6,0.094,36,181.06,2023-12-08,688,6792.72,Auto Purchase
9306,8009048,Mortgage,Active,976794.89,0.0422,360,4788.1,2022-03-04,832,1172153.87,Debt Consolidation
6756,3458755,Personal,Defaulted,9238.3,0.1099,48,238.72,2024-02-06,637,11085.96,Auto Purchase
2399,3124125,Personal,Paid,26540.42,0.1348,24,1267.77,2021-10-21,608,31848.5,Education
6795,8326795,Mortgage,Paid,708430.87,0.0309,360,3021.27,2020-01-01,748,850117.04,Home Purchase
3465,6466017,Mortgage,Paid,290675.58,0.0477,180,2263.97,2021-01-10,806,348810.7,Home Purchase
5393,3138673,Mortgage,Defaulted,625470.31,0.0483,360,3292.98,2023-01-14,768,750564.37,Home Purchase
4653,2721404,Mortgage,Defaulted,658748.52,0.0386,360,3092.03,2023-10-11,677,790498.22,Education
4392,7232930,Auto,Defaulted,37974.59,0.0709,48,910.94,2021-09-20,785,45569.51,Auto Purchase
3232,6849123,Auto,Active,44307.8,0.0433,36,1314.66,2021-10-27,721,53169.36,Education
7217,1734728,Auto,Defaulted,35080.24,0.0468,48,802.8,2020-01-27,713,42096.29,Home Purchase
5342,6983212,Auto,Active,59337.16,0.0505,36,1779.72,2024-08-18,799,71204.59,Business Expansion
2678,5166503,Auto,Defaulted,39869.22,0.0532,72,648.03,2022-08-21,682,47843.06,Home Purchase
9444,9321592,Personal,Active,3473.72,0.1299,48,93.17,2023-03-09,783,4168.46,Home Purchase
3611,3685118,Mortgage,Defaulted,673025.51,0.0347,360,3010.93,2020-06-18,604,807630.61,Home Purchase
2911,2514923,Personal,Defaulted,34590.64,0.1008,12,3042.35,2023-07-10,719,41508.77,Home Purchase
2839,7353851,Personal,Active,14619.97,0.1185,60,324.11,2021-12-22,817,17543.96,Education
7401,1639900,Personal,Active,12986.79,0.1192,24,610.85,2020-09-30,737,15584.15,Home Purchase
7915,5201793,Auto,Paid,34686.38,0.0762,60,697.02,2021-07-30,800,41623.66,Debt Consolidation
9469,1230491,Personal,Paid,4197.5,0.1411,48,114.93,2023-08-30,748,5037.0,Business Expansion
8892,2554522,Auto,Active,46661.86,0.0731,60,930.8,2022-08-29,632,55994.23,Debt Consolidation
5253,7473076,Personal,Paid,48448.39,0.1459,60,1142.18,2022-01-12,650,58138.07,Education
9359,5497912,Mortgage,Active,475863.56,0.0551,360,2704.89,2021-05-23,838,571036.27,Auto Purchase
9443,2297946,Personal,Paid,21777.8,0.1181,36,721.36,2021-08-17,675,26133.36,Home Purchase
7617,1680590,Personal,Defaulted,46267.99,0.1473,12,4170.18,2021-09-11,721,55521.59,Home Purchase
8424,8407605,Personal,Defaulted,5592.93,0.1403,60,130.22,2024-06-30,760,6711.52,Auto Purchase
2129,1464354,Mortgage,Paid,757061.97,0.0411,360,3662.5,2022-06-18,801,908474.36,Auto Purchase
7390,2948351,Auto,Defaulted,50530.43,0.0716,36,1563.93,2022-11-05,690,60636.52,Education
2178,6421468,Auto,Defaulted,20229.11,0.0451,48,461.39,2022-07-15,799,24274.93,Education
6494,1718473,Personal,Paid,40421.7,0.0878,24,1842.58,2023-12-23,839,48506.04,Home Purchase
3858,6013910,Mortgage,Active,507954.95,0.0339,180,3603.9,2021-05-20,704,609545.94,Debt Consolidation
6034,1882882,Mortgage,Defaulted,718569.14,0.044,360,3598.31,2023-08-15,801,862282.97,Debt Consolidation
9766,1799018,Auto,Active,16955.8,0.0762,48,410.92,2022-09-16,805,20346.96,Auto Purchase
8220,4299424,Personal,Active,47926.11,0.1173,60,1059.56,2020-08-29,670,57511.33,Auto Purchase
5718,1258768,Mortgage,Defaulted,557063.67,0.0555,180,4566.47,2023-05-13,696,668476.4,Business Expansion
1399,7158774,Personal,Active,5047.83,0.1277,60,114.26,2021-03-04,795,6057.4,Home Purchase
1369,2813135,Auto,Active,35016.4,0.0549,36,1057.19,2019-12-20,810,42019.68,Home Purchase
6310,2511183,Personal,Paid,18294.23,0.1266,60,413.07,2023-03-12,601,21953.08,Home Purchase
1793,7395537,Auto,Paid,27735.63,0.0574,60,532.86,2024-05-12,746,33282.76,Business Expansion
9351,9900499,Personal,Active,31921.14,0.1447,36,1098.29,2023-09-17,777,38305.37,Education
2084,9818580,Mortgage,Active,513808.68,0.0587,180,4299.81,2023-04-24,842,616570.42,Auto Purchase
6853,5898007,Auto,Paid,26039.1,0.0528,60,494.74,2024-02-12,636,31246.92,Home Purchase
9693,9192900,Mortgage,Defaulted,943474.87,0.0492,180,7421.68,2024-09-05,614,1132169.84,Home Purchase
4867,9683231,Personal,Defaulted,30501.54,0.1149,12,2702.75,2022-06-06,697,36601.85,Education
2390,6257631,Personal,Defaulted,47675.43,0.1411,60,1112.04,2024-02-28,761,57210.52,Business Expansion
8062,8149078,Auto,Paid,17080.87,0.0617,60,331.57,2020-04-17,806,20497.04,Home Purchase
7425,1526320,Personal,Active,22018.71,0.1275,24,1044.23,2020-10-06,662,26422.45,Auto Purchase
1701,4671343,Auto,Defaulted,17945.4,0.0409,72,281.5,2023-05-03,702,21534.48,Business Expansion
9653,7443279,Auto,Active,71690.14,0.0506,48,1652.92,2023-06-18,755,86028.17,Home Purchase
9360,8750555,Auto,Defaulted,64206.77,0.0736,72,1105.79,2022-03-17,633,77048.12,Home Purchase
9607,9760707,Auto,Defaulted,53193.5,0.051,36,1596.65,2020-10-20,849,63832.2,Education
3406,7441316,Mortgage,Active,766951.15,0.0319,360,3312.62,2024-10-27,621,920341.38,Education
2379,5718483,Auto,Paid,46821.08,0.0483,48,1074.65,2022-10-01,669,56185.3,Business Expansion
2014,4807191,Auto,Active,30035.6,0.0622,36,916.74,2020-06-27,701,36042.72,Auto Purchase
3164,7538789,Mortgage,Defaulted,431919.9,0.0407,360,2079.52,2022-05-09,690,518303.88,Home Purchase
3589,7462311,Personal,Active,49379.99,0.1254,60,1111.95,2023-03-09,822,59255.99,Debt Consolidation
7220,7129616,Personal,Paid,33294.66,0.1055,12,2935.65,2022-07-23,647,39953.59,Education
2132,9754653,Auto,Defaulted,24581.07,0.0796,60,497.95,2022-05-02,792,29497.28,Auto Purchase
7895,7769212,Auto,Defaulted,68948.38,0.0665,48,1639.88,2020-03-03,793,82738.06,Education
9358,8964149,Auto,Paid,45464.7,0.0608,36,1384.77,2022-08-21,774,54557.64,Business Expansion
3101,8046262,Mortgage,Paid,622273.1,0.0512,360,3386.28,2022-12-02,736,746727.72,Business Expansion
2308,6189696,Personal,Defaulted,27597.97,0.1114,24,1288.08,2023-08-01,659,33117.56,Home Purchase
4293,3075279,Personal,Active,43016.9,0.1324,12,3847.0,2021-06-24,732,51620.28,Education
1586,5602017,Mortgage,Paid,568920.27,0.0559,180,4675.77,2022-12-31,849,682704.32,Home Purchase
5544,3546710,Mortgage,Defaulted,102111.88,0.0368,180,739.04,2023-06-12,611,122534.26,Home Purchase
4120,1812634,Auto,Defaulted,32247.56,0.0414,48,730.14,2024-06-23,682,38697.07,Business Expansion
1421,2179303,Auto,Active,37906.84,0.0721,48,911.42,2021-07-24,662,45488.21,Home Purchase
2014,8598559,Auto,Paid,56424.52,0.0783,36,1763.72,2021-08-18,764,67709.42,Business Expansion
9977,1643787,Mortgage,Active,804592.04,0.0395,360,3818.09,2023-06-09,828,965510.45,Auto Purchase
1444,5877335,Personal,Active,46027.91,0.0997,24,2123.32,2020-09-11,835,55233.49,Home Purchase
9454,7935124,Personal,Paid,40217.37,0.1075,12,3549.79,2023-06-17,777,48260.84,Business Expansion
9722,1156345,Personal,Paid,39498.69,0.11,60,858.8,2023-04-25,658,47398.43,Auto Purchase
4455,8024437,Auto,Defaulted,72611.19,0.0717,36,2247.67,2024-06-08,820,87133.43,Education
4672,9909769,Auto,Defaulted,61630.94,0.0492,60,1160.79,2024-05-23,806,73957.13,Education
5227,9445312,Mortgage,Paid,106769.08,0.0512,360,581.02,2023-04-06,848,128122.9,Auto Purchase
9970,9655589,Auto,Active,32496.52,0.0571,48,758.87,2024-03-11,834,38995.82,Debt Consolidation
8175,7310193,Mortgage,Active,155641.48,0.0424,180,1170.07,2021-01-11,658,186769.78,Business Expansion
4841,5320632,Auto,Paid,38642.39,0.0422,72,608.45,2021-09-18,600,46370.87,Auto Purchase
7271,5262080,Mortgage,Active,386502.07,0.037,360,1779.0,2024-11-02,721,463802.48,Debt Consolidation
6155,3104523,Auto,Defaulted,61341.09,0.0434,36,1820.33,2024-01-16,724,73609.31,Education
8152,4482723,Mortgage,Defaulted,297607.96,0.0468,360,1539.93,2021-10-17,795,357129.55,Home Purchase
4393,7307977,Personal,Defaulted,24093.22,0.1225,60,538.99,2024-09-04,671,28911.86,Home Purchase
1990,9097201,Personal,Active,23160.03,0.116,24,1085.9,2022-12-02,792,27792.04,Auto Purchase
2905,5858515,Personal,Defaulted,15565.17,0.1006,60,331.17,2023-04-04,634,18678.2,Auto Purchase
4743,8140504,Auto,Paid,33711.52,0.0625,60,655.66,2021-09-26,686,40453.82,Auto Purchase
2290,5197640,Mortgage,Defaulted,149724.3,0.0436,180,1134.7,2020-07-04,815,179669.16,Business Expansion
2448,6353255,Personal,Active,3331.83,0.1419,24,160.27,2021-04-17,778,3998.2,Auto Purchase
9029,2084932,Personal,Active,16516.81,0.1251,36,552.63,2023-10-23,619,19820.17,Home Purchase
1983,4701218,Auto,Paid,38159.5,0.0747,48,922.12,2022-10-24,849,45791.4,Debt Consolidation
9290,2763565,Mortgage,Defaulted,839903.11,0.0556,360,4800.54,2021-12-29,710,1007883.73,Business Expansion
4121,1671305,Auto,Defaulted,58891.84,0.0454,36,1752.9,2019-12-20,830,70670.21,Home Purchase
1718,5591194,Personal,Active,23490.89,0.0972,36,754.9,2020-05-29,639,28189.07,Business Expansion
2957,2107746,Mortgage,Paid,363298.03,0.0446,180,2771.78,2023-01-09,787,435957.64,Education
9135,5819919,Personal,Active,47804.19,0.0918,48,1193.7,2023-04-29,798,57365.03,Auto Purchase
2653,2035792,Personal,Paid,20797.43,0.135,48,563.12,2023-10-01,660,24956.92,Home Purchase
7045,9766427,Auto,Defaulted,32203.56,0.0633,36,984.52,2023-09-01,637,38644.27,Auto Purchase
3833,1457941,Personal,Defaulted,3326.73,0.1026,36,107.75,2020-10-02,778,3992.08,Education
2965,4839848,Mortgage,Active,915711.54,0.0435,360,4558.52,2020-11-25,732,1098853.85,Home Purchase
4881,7770323,Personal,Active,46110.14,0.0832,60,942.02,2021-01-11,626,55332.17,Debt Consolidation
7147,7080527,Personal,Paid,18783.29,0.1399,60,436.96,2022-01-02,657,22539.95,Education
5756,2826520,Auto,Paid,38808.81,0.0609,48,913.03,2023-03-21,775,46570.57,Auto Purchase
3666,6436421,Mortgage,Defaulted,645254.85,0.0368,360,2962.7,2024-01-20,749,774305.82,Home Purchase
4291,6729194,Auto,Active,72238.09,0.0602,48,1697.18,2022-09-12,781,86685.71,Debt Consolidation
4262,9187101,Mortgage,Defaulted,620677.44,0.0388,180,4553.84,2021-07-15,656,744812.93,Debt Consolidation
5310,5007105,Mortgage,Paid,414976.23,0.0334,360,1826.56,2021-09-02,848,497971.48,Auto Purchase
4489,4893809,Mortgage,Defaulted,369064.8,0.0539,360,2070.11,2023-11-06,742,442877.76,Debt Consolidation
4880,8317957,Mortgage,Active,953020.69,0.0494,180,7506.67,2024-06-29,613,1143624.83,Education
2966,6694014,Auto,Defaulted,56435.25,0.0611,48,1328.23,2020-04-25,735,67722.3,Education
2795,1294616,Mortgage,Active,712733.55,0.0427,360,3514.57,2024-02-25,748,855280.26,Business Expansion
3871,9794511,Mortgage,Defaulted,348332.46,0.0432,360,1727.89,2022-04-05,656,417998.95,Home Purchase
7151,7261541,Auto,Active,39917.37,0.0465,36,1190.1,2020-09-16,794,47900.84,Home Purchase
9868,5546458,Personal,Active,32212.48,0.1213,24,1518.31,2020-11-25,724,38654.98,Debt Consolidation
7614,9688857,Auto,Defaulted,23974.4,0.0653,72,403.35,2023-06-16,668,28769.28,Business Expansion
6565,7423907,Personal,Paid,2392.85,0.1167,12,212.23,2024-01-08,762,2871.42,Auto Purchase
5659,3111031,Mortgage,Defaulted,575082.48,0.0465,360,2965.34,2022-01-17,768,690098.98,Education
9150,6153966,Mortgage,Active,178081.04,0.0402,180,1319.03,2021-07-29,607,213697.25,Auto Purchase
2669,1550740,Mortgage,Paid,896762.57,0.0448,180,6851.01,2023-12-31,732,1076115.08,Debt Consolidation
7220,4022298,Auto,Paid,26780.68,0.0616,72,445.86,2020-04-24,793,32136.82,Debt Consolidation
1559,9233032,Mortgage,Paid,434696.57,0.057,360,2522.98,2020-03-19,659,521635.88,Business Expansion
8536,6268270,Personal,Defaulted,7263.66,0.0895,60,150.61,2024-09-04,683,8716.39,Auto Purchase
5313,3050465,Personal,Paid,21139.28,0.0964,48,532.5,2022-03-03,608,25367.14,Education
9218,4814891,Personal,Defaulted,11137.81,0.117,36,368.34,2023-04-28,613,13365.37,Debt Consolidation
3027,4212063,Mortgage,Paid,209452.47,0.0573,180,1737.07,2020-05-12,759,251342.96,Education
5603,3290151,Mortgage,Defaulted,999892.97,0.0501,360,5373.75,2020-05-13,747,1199871.56,Auto Purchase
3995,7308542,Auto,Active,48416.11,0.0608,48,1138.83,2023-08-12,769,58099.33,Business Expansion
4883,2680315,Personal,Paid,20141.79,0.0814,12,1753.41,2024-07-15,775,24170.15,Business Expansion
8214,4297094,Mortgage,Defaulted,999119.95,0.0561,360,5742.04,2020-10-05,733,1198943.94,Auto Purchase
9565,7091512,Personal,Active,43633.31,0.0929,12,3821.67,2022-02-16,657,52359.97,Debt Consolidation
7509,9842024,Mortgage,Paid,765777.81,0.045,360,3880.08,2024-10-03,622,918933.37,Debt Consolidation
1395,3741549,Auto,Active,27801.79,0.0548,48,646.32,2022-04-17,696,33362.15,Education
7398,5053585,Personal,Defaulted,44554.79,0.1029,12,3923.09,2023-06-22,789,53465.75,Debt Consolidation
9958,1944480,Personal,Active,15914.16,0.0877,60,328.58,2023-09-12,824,19096.99,Education
7433,7930612,Auto,Defaulted,66221.54,0.0576,36,2007.39,2023-09-10,614,79465.85,Business Expansion
5502,8789281,Auto,Active,28801.83,0.0727,72,494.79,2023-03-19,618,34562.2,Education
5276,4881649,Personal,Defaulted,41082.15,0.1417,24,1975.77,2022-07-31,838,49298.58,Education
5014,5061177,Personal,Paid,31675.07,0.087,12,2765.63,2021-11-17,720,38010.08,Auto Purchase
6559,1182174,Personal,Active,43818.4,0.1166,36,1448.29,2022-09-13,667,52582.08,Education
9399,6812400,Personal,Defaulted,45232.7,0.1166,12,4011.68,2022-04-07,816,54279.24,Home Purchase
6655,4701026,Auto,Active,24914.58,0.0452,60,464.71,2022-07-11,754,29897.5,Education
7868,3707365,Mortgage,Paid,483835.95,0.0488,180,3795.97,2023-05-15,767,580603.14,Debt Consolidation
7982,2679880,Personal,Paid,33623.7,0.1495,12,3034.03,2021-10-08,792,40348.44,Home Purchase
2486,3822569,Auto,Defaulted,26226.63,0.0442,72,415.36,2021-09-22,745,31471.96,Education
9163,6374378,Personal,Active,2668.73,0.0918,24,122.14,2022-07-01,678,3202.48,Business Expansion
6693,8099188,Auto,Paid,17463.22,0.0534,72,284.01,2023-02-08,814,20955.86,Auto Purchase
2989,4129090,Auto,Active,50252.59,0.0475,36,1500.48,2024-06-14,604,60303.11,Debt Consolidation
4637,5900659,Auto,Paid,50323.2,0.0469,48,1151.85,2021-07-11,815,60387.84,Education
1069,4439786,Mortgage,Active,162265.56,0.0513,180,1294.2,2021-09-04,714,194718.67,Auto Purchase
7353,9129102,Auto,Defaulted,16870.25,0.0535,36,508.27,2022-01-26,760,20244.3,Education
9873,5893311,Mortgage,Paid,246645.96,0.0463,180,1903.25,2020-12-23,833,295975.15,Business Expansion
1903,1137414,Personal,Paid,19374.01,0.1271,12,1727.8,2021-05-10,701,23248.81,Debt Consolidation
7050,8494202,Mortgage,Defaulted,606030.33,0.054,180,4919.67,2021-10-27,740,727236.4,Business Expansion
8344,1617944,Personal,Paid,14604.85,0.1104,60,317.84,2021-11-28,709,17525.82,Debt Consolidation
3994,7014744,Auto,Defaulted,67476.56,0.0578,60,1297.62,2022-04-10,703,80971.87,Auto Purchase
9381,8014250,Personal,Active,39726.25,0.0997,60,843.48,2020-11-25,634,47671.5,Debt Consolidation
4082,5683805,Personal,Paid,15932.98,0.1453,24,768.98,2024-07-28,622,19119.58,Debt Consolidation
9622,8668230,Auto,Paid,73040.24,0.0502,36,2189.74,2024-04-24,718,87648.29,Business Expansion
9852,7971200,Mortgage,Defaulted,643838.25,0.038,180,4698.12,2022-08-12,829,772605.9,Home Purchase
